电影名, 作者, 上映年份, 评分, 电影简介, 豆瓣详情, 电影海报
小径分岔的花园 Сад., 改编自博尔赫斯同名小说, 年份: 1983, 6.2, This short movie was the first work of Aleksandr Kajdanovsky as a director, unfortunately much known for his acting career.                                                                    He wrote the script in just one night, based on the short story "The garden of forking paths" by Jorge Luis Borges.                                                                    There was always something mysterious and tragic about him, as a preview of his premature death.                                                                    He rejected conventionalisms, and opened his soul just with the ones he really loved.                                                                    Friends said that "Aleksandr was like an antenna, he could catch every signal of hypocrisy".                                                                    Maybe that's why he left just a few people to get into his inner world, without still being a loner as he always was., https://movie.douban.com/subject/5294299/, https://img2.doubanio.com/view/photo/poster/public/p835901083.jpg
第二十二条军规 Catch-22, 改编自约瑟夫海勒同名小说, 年份: 1970, 7.5, 迈克·尼科尔斯执导的一部黑色反战喜剧片。描述二次世界大战期间，驻扎在地中海的一个美国空军基地，有很多官兵想法逃避飞行任务及获得不法之财。本片是一部内容丰富的黑色反战喜剧，开始的片段拍得很有气派，但其后的发展却稍嫌混乱松散，未能贯穿主题。不过，有许多片段都拍得相当出色，而且娱乐性不低。, https://movie.douban.com/subject/1293510/, https://img1.doubanio.com/view/photo/poster/public/p2576914157.jpg
洛丽塔 Lolita, 改编自纳博科夫同名小说, 年份: 1962, 7.8, 在大学教授法文的亨博特（James Mason 詹姆斯•梅森 饰）少年时期曾有一段刻骨铭心的经历，当年的初恋情人不幸夭亡，令他此去经年依旧对那些充满青春气息的少女有着别样情感。                                                                    因工作之需，亨博特寻找住房，因此结识了寡妇夏洛特（Shelley Winters谢利•温特斯 饰）及其妖精一般的女儿洛丽塔（Sue Lyon 休•莱昂 饰）。夏洛特迷上了这位儒雅庄重的大学教师，一心与之交往；而亨博特却迷恋上了青春逼人的洛丽塔，为了和这个精灵长相厮守，甚至违心与夏洛特结婚。他将对洛丽塔的情感全部写进日记，锁入抽屉。直到某天夏洛特打开了潘多拉宝盒，他们的命运从此改变……                                                                    本片根据作家纳博科夫同名小说改编。                        ©豆瓣, https://movie.douban.com/subject/1296992/, https://img9.doubanio.com/view/photo/poster/public/p2564370214.jpg
在路上 On the Road, 改编自凯鲁亚克同名小说, 年份: 2012, 7.1, 赛尔(萨姆·赖利 Sam Riley 饰) 是一个追寻灵感，渴望遨游的年轻作家，迪安·莫里亚蒂（加内特·赫德兰 Garrett Hedlund 饰）则是个风流率性，曾几进监狱的不安少年，还娶了16岁的浪荡姑娘玛丽露（克里斯汀·斯图尔特 Kristen Stewart 饰）为妻。然而赛尔十分喜欢迪安充满激情的生活，迪安则钦佩赛尔的风度与学识，三个迷恋自由的年轻人结识后，很快便决定抛下生活，一同行走在路上。他们一路搭便车，吸大麻，行时高歌，醉时沉思。在穿越美国东西的大道上，放浪形骸，追寻自我，燃烧青春。                                                                    影片改编自美国作家杰克·凯鲁亚克的自传性同名小说，该小说被奉为“跨掉的一代”的圣经。                        ©豆瓣, https://movie.douban.com/subject/1907465/, https://img9.doubanio.com/view/photo/poster/public/p1758673545.jpg
愤怒的葡萄 The Grapes of Wrath, 改编自斯坦贝克同名小说, 年份: 1940, 8.5, 刚从监狱释放出来的Tom Joad （亨利·方达 Henry Fonda饰）回到俄克拉荷马的家的时候却发现原来的家里已经空无一人，打听之下才从农民Jim Casy（约翰·卡拉丁 John Carradine饰）口中得知，随着工业的发展，当地的农民们都被迫离开该地。Tom和Jim在Tom的叔父家里找到了Tom的家人，一家人决定到加利福尼亚去寻找新的工作。一家人把所有的行李都放在一辆卡车上便出发了。路上，Tom的祖母去世了。他们发现了一个地方，专门召集像他们这样的人在那里工作，他们在那里安顿了下来。然而Jim却意外死亡，Tom为了给他报仇也杀了人，只能匆匆逃亡。一家人只能离开，去寻找下一个安身的地方，无家可归的农民们到底路在何方.....                                                                    本片改编自斯坦贝克的同名小说，获1941年奥斯卡最佳导演奖。                        ©豆瓣, https://movie.douban.com/subject/1292465/, https://img9.doubanio.com/view/photo/poster/public/p797727996.jpg
老人与海 The Old Man and the Sea, 改编自海明威同名小说, 年份: 1990, 7.9, 孤独年迈的古巴老渔夫圣地亚哥在连续八十四天没捕到鱼的情况下，不舍不弃，只身驾船赶赴人迹罕至的墨西哥海湾，终于在第五天钓上一条十八英尺长的大马林鱼。经过两昼夜的殊死捕斗，筋疲力尽的圣地亚哥最终降服了这条前所未见的大鱼，并把它绑在了小船的侧舷上。夜色降临，遍体鳞伤的圣地亚哥满怀喜悦地返航，却没料到，看似平静的海面上，一大群饿疯了的鲨鱼正循着血腥味尾随而来……, https://movie.douban.com/subject/1857920/, https://img2.doubanio.com/view/photo/poster/public/p2639983562.jpg
太阳照样升起 The Sun Also Rises, 改编自海明威同名小说, 年份: 1957, 7.2, 美国青年巴恩斯（泰隆·鲍华 Tyrone Power 饰）在第一次世界大战之中身受重伤，就此失去了性能力。战争结束之后，巴恩斯来到了巴黎，在那里成为了一名记者。当性感美艳的阿什利夫人（艾娃·加德纳 Ava Gardner 饰）出现在了巴恩斯的生命中后，两人很快就走到了一起。                                                                    然而，巴恩斯并不能够给阿什利带来真正的快乐，两人的关系因此陷入了困苦的局面之中。之后，他们和一帮朋友一同前往西班牙参加斗牛节，在那里，阿什利邂逅了名为罗梅罗（罗伯特·埃文斯 Robert Evans 饰）的年轻斗牛士。然而，这段激情四射的艳遇并没能够持续多久，最终，阿什利还是回到了巴恩斯的身边。                        ©豆瓣, https://movie.douban.com/subject/1304426/, https://img2.doubanio.com/view/photo/poster/public/p2548969623.jpg
战地春梦 A Farewell to Arms, 改编自海明威小说《永别了，武器》, 年份: 1957, 6.8, 故事发生在第一次世界大战期间，在一座战地医院里，弗雷德（洛克·哈德森 Rock Hudson 饰）邂逅了美丽的女护士凯瑟琳（珍妮弗·琼斯 Jennifer Jones 饰），随着时间的推移，两人渐渐走到了一起，成为了爱侣。在一场战斗中，弗雷德的双腿受伤，必须在病床上静养半年，在这半年里，正是凯瑟琳负责照顾他的饮食起居。这朝夕相处的半年为两人的感情奠定了坚实的基础。                                                                    凯瑟琳怀孕了，虽然这对于这对小情侣来说是件喜事，但他们也因此而被赶出了医院。无穷无尽的战争让弗雷德深感疲倦，于是他决定带着凯瑟琳逃出意大利，寻找他们的桃源乡。可是，一切美好的想象都还没来得及变成现实，凯瑟琳就因为难产而失去了年轻的生命。                        ©豆瓣, https://movie.douban.com/subject/1303300/, https://img9.doubanio.com/view/photo/poster/public/p2412172146.jpg
战地钟声 For Whom the Bell Tolls, 改编自海明威同名小说, 年份: 1943, 7.5, 背景是1937年的西班牙内战。来自美国的大学老师罗勃跟白求恩一样到西班牙帮助当地人民抗击法西斯。他在完成炸火车任务后，被派一项新任务：跟自发组成的游击队联手，炸毁峡谷上的铁桥。他认识并爱上了美丽的玛莉亚。玛莉亚是市长的女儿，但父母均被法西斯杀害，玛莉亚也遭侮辱。在共同理想的催化下，他们相爱了，但罗勃却在这场战斗中牺牲。, https://movie.douban.com/subject/1293008/, https://img2.doubanio.com/view/photo/poster/public/p2166999212.jpg
乱世佳人 Gone with the Wind, 改编自玛格丽特米切尔同名小说, 年份: 1939, 9.3, 美国南北战争前夕，南方农场塔拉庄园的千金斯嘉丽（费雯·丽 Vivien Leigh 饰）爱上了另一个农场主的儿子艾希礼（莱斯利·霍华德 Leslie Howard 饰），遭到了拒绝，为了报复，她嫁给了自己不爱的男人，艾希礼妻子梅兰妮（奥利维娅·德哈维兰 Olivia de Havilland 饰）的弟弟查尔斯。                                                                    战争期间，斯嘉丽成为寡妇，失去母亲，挑起生活的重担， 不再是当初的千金小姐；战争结束后，她又两度为人妻，嫁给了爱她多年的投机商人瑞德（克拉克·盖博 Clark Gable 饰）。                                                                    然而，纵使经历了生活的艰苦，斯嘉丽对艾希礼的感情仍然没有改变。艾希礼妻子梅兰妮的去世，给了斯嘉丽一个机会，一边是深爱自己的丈夫瑞德，一边是心心念念多年的艾希礼？斯嘉丽会给自己怎样一个不一样的明天？                        ©豆瓣, https://movie.douban.com/subject/1300267/, https://img3.doubanio.com/view/photo/poster/public/p1963126880.jpg
了不起的盖茨比 The Great Gatsby, 改编自菲茨杰拉德同名小说, 年份: 1974, 7.9, 汤姆（布鲁斯•邓恩 Bruce Dern 饰）和黛西（米亚•法罗 Mia Farrow 饰）的婚姻并不幸福，因为汤姆是一个花花公子，经常出去鬼混。汤姆还经常和与他们相邻的黛西的舅舅尼克一起出席舞会，寻欢作乐。尼克的邻居盖茨比是个神秘的有钱人，他经常邀请尼克参加宴会，两人很快相熟。相熟后，盖茨比（罗伯特•雷德福 Robert Redford 饰）邀请尼克带着他的侄女黛西来他家作客。此时，黛西认出了盖茨比。原来盖茨比是黛西5年前的恋人，只因当年盖茨比只是一个穷小子，为了改变命运而出国拼搏，黛西正是在这个时候与汤姆结了婚。两人很快旧情复燃。                                                                    一次宴会，黛西又和汤姆吵翻了，借酒消愁的她酒后和盖茨比一起开车回家时不幸撞死了汤姆的情妇。为了昔日的情人，盖茨比决定挺身而出。                        ©豆瓣, https://movie.douban.com/subject/1297239/, https://img2.doubanio.com/view/photo/poster/public/p2081917343.jpg
嘉丽妹妹 Carrie, 改编自德莱赛同名小说, 年份: 1952, 8.2, 嘉莉（珍妮弗·琼斯 Jennifer Jones 饰）出身于偏僻贫穷的山村，长大之后，她来到了繁华的大都市芝加哥，希望能够在这里过上自己梦想中的生活。然而，现实却是残酷的，拮据的经济让她不得不过着寄人篱下的日子。一次偶然中，嘉莉在火车上遇见了名为杜洛埃（埃迪·艾伯特 Eddie Albert 饰）的男子，杜洛埃多金又慷慨，嘉莉遂即同他开始了同居生活。                                                                    之后，嘉莉又遇见了酒店老板赫斯渥（劳伦斯·奥利弗 Laurence Olivier 饰），在赫斯渥的身边，嘉莉总算过上了梦想中荣华富贵纸醉金迷的生活。可是好景不长，一场意外让赫斯渥千金散尽，就在两人举步维艰之时，嘉莉得到了一份在歌剧院的工作，嘉莉凭借着自己的美貌和歌喉很快蹿红，面对突然获得的财富和名誉，嘉莉决定抛弃赫斯渥。                        ©豆瓣, https://movie.douban.com/subject/1294945/, https://img9.doubanio.com/view/photo/poster/public/p2685807504.jpg
布拉格之恋 The Unbearable Lightness of Being, 改编自昆德拉小说《生命中不能承受之轻》, 年份: 1988, 8.2, 本片根据米兰·昆德拉的同名小说改编。1968年，布拉格外科手术医生托马斯（丹尼尔·戴-刘易斯 Daniel Day-Lewis 饰）生活在对女人追逐的快乐中，享受着性的快感。画家萨比娜（莉娜·奥琳 Lena Olin 饰）是托马斯的红颜知己，但在一次去温泉疗养院出诊的过程中，托马斯结识了女招待特蕾莎（朱丽叶·比诺什Juliette Binoche 饰）。不久，特蕾莎只身来到布拉格，二人结婚。托马斯在婚后依然不改与萨比娜或其他女人偷情的恶习，特蕾莎无法忍受托马斯的不忠，深夜出走，却碰上苏联武装入侵捷克。三人先后逃亡至瑞士日内瓦，萨比娜认识了当地大学教授弗兰茨（德雷克·德·林特 Derek de Lint 饰），特蕾莎失去工作终日闷闷不乐，带着小狗卡列宁孤身重返布拉格。在自由与束缚之间，托马斯究竟该如何选择呢？                                                                    本片是1988年美国十佳影片之一，获1989年奥斯卡最佳摄影、最佳改编剧本提名，金球奖最佳剧情片和最佳女配角（莉娜·奥琳）提名，并获英国电影电视协会最佳改编剧本奖，美国影评人协会最佳导演和最佳影片奖。, https://movie.douban.com/subject/1291859/, https://img1.doubanio.com/view/photo/poster/public/p1910915447.jpg
变形记 Die Verwandlung, 改编自卡夫卡同名小说, 年份: 1975, 7.5, Jan Němec's original proposal in 1966 to adapt Kafka's Metamorphosis as a theatrical feature was rejected by the Czech state film board. In 1974, he was forced into exile -- first seeking refuge in Germany:                                                                    CER: What impact did emigration from Czechoslovakia have on you personally and professionally?                                                                    JN: I have never emigrated. I was an exile. There is a very big difference. An emigrant is somebody who decides to leave the country, while an exile is chased away, like J A Komenský. In 1974, they wanted to put me in prison, but they gave me a choice, as with Milan Kundera. We were told that the criminal prosecution would be canceled if we applied for a legal departure motivated not by political protest but by a working contract.                                                                    I took this offer and left the country legally, so I had a Czech passport for another two years. But it was not like traveling. I couldn't come back. If I had, they would have seized my passport and began the criminal prosecution all over again, and I would be in prison. After two years they stripped me of my citizenship. So I have never emigrated and I have never applied for political asylum. I was "stateless," with no citizenship or no legal papers., https://movie.douban.com/subject/2070004/, https://img9.doubanio.com/view/photo/poster/public/p2527117555.jpg
城堡 Das Schloß, 改编自卡夫卡同名小说, 年份: 1997, 6.6, 土地测量员K（Ulrich Mühe 饰）在冬夜里抵达某个村子，以便执行附近城堡委托的工作，他在一家客店安顿下来之后一位年轻人到来向他索要不存在的许可证，以此为开端，K为进入城堡而穷其所能。第二天，一对双胞胎助手与K汇合，但他们对自己的工作一无所知，城堡方面在电话里声称K等人永远无法进入城堡。城堡的信使巴纳贝随即赶到，表示可以为K提供帮助，K被指引前往旅馆面见城堡的重要人物克拉姆，K试图通过克莱姆的情妇弗里达达到目的，他与弗里达发生了关系并订婚，K与村长相谈得知自己工作的由来，并因村长得到了学校的工作，他和弗里达暂时有了栖身之所。K再次拜访巴纳贝家却造成弗里达的绝望，进入城堡的希望仍然渺茫……                                                                    本片根据卡夫卡的同名小说改编。                        ©豆瓣, https://movie.douban.com/subject/1439126/, https://img2.doubanio.com/view/photo/poster/public/p2192617583.jpg
审判 Le procès, 改编自卡夫卡同名小说, 年份: 1962, 8.6, 改编自卡夫卡的存在主义小说，以《触目惊心》(1960)成名的安东尼．柏坚斯饰演异境人物「K」，一朝醒来便发觉警察在旁，说他要接受审判，但无人告诉他干犯何罪。为了表示清白，K试图挑战司法制度，但悲剧人物始终逃不过卡夫卡式幽闭梦魇。影片卡士庞大，威尔斯依旧粉墨登场，还有法国 大美人珍．摩露，负责拍摄的是布纽尔的御用摄影师。影片以黑白菲林呈现超现实的封闭时空，威尔斯在影像实验中继续潇洒前行，从庞大的布景和众多的群众演员中，说明了他如何精心筹划出电影的无边国度。威尔斯自言这是他的最佳电影。, https://movie.douban.com/subject/1303554/, https://img2.doubanio.com/view/photo/poster/public/p1725358653.jpg
一个女人一生中的24小时 24 heures de la vie d'une femme, 改编自茨威格同名小说, 年份: 2002, 7.2, 改编自奥地利小说家茨威格的作品，这部电影将背景分别设在1913、1936和2001年。一个78岁的老人路易斯回到赌场以及他小时侯的海边胜地，他遇上了奥利维娅，一个年仅19岁的小女孩，她迷上了一个暴戾的车夫。路易斯在回忆1913的时候与一个年轻的波兰女赌徒发生的“韵事”，与此同时，他也倾述了在1936年自己母亲与他的意大利籍网球教练的一段风流史，还有一个叫做马莉布朗的老寡妇曾经帮助过他自己度过难关的事件。, https://movie.douban.com/subject/1307995/, https://img9.doubanio.com/view/photo/poster/public/p2555039105.jpg
一封陌生女子的来信 Letter from an Unknown Woman, 改编自茨威格同名小说, 年份: 1948, 8.0, 影片改编自著名作家兹威格的同名小说，由美国环球影片公司出品。                                                                    1885年，14的丽莎（琼·芳登 Joan Fontaine 饰）暗恋着住在隔壁的钢琴家斯蒂芬（路易斯·乔丹 Louis Jourdan 饰）。风流的斯蒂芬常把女人带进他的寓所，而年少的丽莎则对那个神秘世界羡慕不已。即便搬走后她仍对钢琴家难以忘怀。当她出落成了一个美丽的女郎，回来寻找钢琴家，并同他发生了关系。钢琴家很快将丽莎如其他女子般遗忘。丽莎生下了他的儿子后来嫁给了一个奥地利贵族。15年后，两人再次相逢，她离开丈夫最后一次献身于这个她惟一所爱的男人，钢琴家如往常一样逢场作戏，并将她很快忘记。最后儿子得伤寒而死，心力交瘁丽莎写了封长信给钢琴家，述说了15年来她从未停止的爱。丽莎死后，悲痛的丈夫要求同钢琴家决斗，在读到丽莎这封感人至深的信后，原本准备逃走的他登上了驶往决斗地的马车……                        ©豆瓣, https://movie.douban.com/subject/1297228/, https://img2.doubanio.com/view/photo/poster/public/p2164352043.jpg
荒原狼 Steppenwolf, 改编自黑塞同名小说, 年份: 1974, 7.2, 哈勒尔（马克斯·冯·叙多夫 Max von Sydow 饰）是一名作家，愤世嫉俗的他非常看不惯当代社会的很多生活习惯，无法融入社会的他常常把自己锁在家中闭门不出，在孤独和黑暗里，哈勒尔的精神来到了崩溃的边缘。一天，在机缘巧合之下，哈勒尔读了一本名叫《评荒原狼》的书，书中所写的内容令他醍醐灌顶，他觉得这本书简直就是为了他量身定制的。                                                                    一次偶然中，哈勒尔解释了酒吧女郎赫尔米娜，在她的介绍之下，又认识了音乐人帕布洛和女孩玛利亚（多米妮克·桑达 Dominique Sanda 饰）。当哈勒尔发现赫尔米娜和帕布洛有一腿后，嫉妒的趋势之下，失去理智的哈勒尔杀死了赫尔米娜。                        ©豆瓣, https://movie.douban.com/subject/2237443/, https://img1.doubanio.com/view/photo/poster/public/p2553474368.jpg
凯旋门 Arch of Triumph, 改编自雷马克同名小说, 年份: 1948, 6.7, In winter of 1938, Paris is crowded with refugees from the Nazis, who live in the black shadows of night, trying to evade deportation. One such is Dr. Ravic, who practices medicine illegally and stalks his old Nazi enemy Haake with murder in mind. One rainy night, Ravic meets Joan Madou, a kept woman cast adrift by her lover's sudden death. Against Ravic's better judgement, they become involved in a doomed affair; matters come to a crisis on the day war is declared., https://movie.douban.com/subject/1298630/, https://img9.doubanio.com/view/photo/poster/public/p2174557806.jpg
西线无战事 All Quiet on the Western Front, 改编自雷马克同名小说, 年份: 1930, 8.8, 第一次世界大战期间，德国政府以漂亮的口号呼吁年轻热情的学生志愿者投身战场保家卫国。一腔热血的德国青年保罗·鲍曼（卢·艾尔斯 Lew Ayres饰）怀着英雄理想投身到一战之中。然而当保罗和他的同学们经过训练后，被派往西线参战时，他们目睹到的却是残酷的饥饿、血腥和死亡。战争的荒谬无情让保罗从迷恋战争到心灰意冷，因伤返乡。可是愚昧的乡民根本不知前线的危急，保罗义愤填膺地向学生陈述战争的无情，西线无战事。他提前结束休假返回前线，在战壕中伸手捕捉一支蝴蝶时，不幸被流弹击中。                                                                    由好莱坞著名导演刘易斯·迈尔斯通执导的经典反战题材影片《西线无战事》，改编自德国作家雷马克的同名小说。这部堪称电影史上“最伟大的反战电影”之一的影片，一举荣获1930年第3届奥斯卡金像奖最佳影片、最佳导演和最佳编剧提名。导演用简明精练的镜头再现了惨绝人寰的战争实况，也以细腻流畅的手法写活了保罗爱国迷梦的幻灭。影片结尾处保罗捉蝴蝶被子弹击中的镜头，已成为电影史上的经典瞬间。, https://movie.douban.com/subject/1295116/, https://img1.doubanio.com/view/photo/poster/public/p2209784767.jpg
布登勃洛克一家 Buddenbrooks, 改编自托马斯曼同名小说, 年份: 2008, 7.4, 父亲去世后，小约翰（阿明·缪勒-斯塔尔 Armin Mueller-Stahl 饰）接替了父亲的职位掌管了公司。小约翰有三个孩子托马斯、克里斯蒂（奧古斯特·迪赫 August Diehl 饰）和安东尼（洁西卡·史瓦兹 Jessica Schwarz 饰），聪明勤恳的克里斯蒂老老实实的跟着约翰学本领，深受约翰的信赖，而托马斯则和他恰恰相反，喜欢看戏的他总是神龙见首不见尾。                                                                    大女儿安东尼眼看就要到了家人的年纪了，约翰相中了一个名叫格林利希（尤斯图斯·冯·多赫纳尼 Justus von Dohnanyi 饰）的青年商人，觉得他和自己的女儿简直是门当户对，但是安东尼却非常讨厌这个油腔滑调的男人。之后，安东尼邂逅了另一个年轻人，体会到了爱情的悸动。                        ©豆瓣, https://movie.douban.com/subject/2123586/, https://img1.doubanio.com/view/photo/poster/public/p2199909229.jpg
鼠疫 La peste, 改编自加缪同名小说, 年份: 1992, 暂无评分, In the 1990s, a South American city is rocked by the imminent outbreak of a plague. While many attempt to flee the city, Dr Bernard Rieux sends his sick wife away and does his best to care for the plague's victims. The plague means different things to different people: to the doctor, it's a disease to be cured. To a pair of French journalists, it's a breaking news story. To religious leaders, it's punishment for sins. As the sense of isolation and hopelessness grow, Dr Rieux and his associates begin to question their previously-accepted feelings of justice, loneliness, and love., https://movie.douban.com/subject/1418750/, https://img2.doubanio.com/view/photo/poster/public/p2509149153.jpg
局外人 Lo straniero, 改编自加缪同名小说, 年份: 1967, 6.8, 《局外人》是说一个在阿尔及利亚的法裔小职员，孤独内向，不善与人沟通，而且周围也没有人关心他。他对社会的一切事情漠不关心，甚至母亲的去世也没有让他过于伤感。后来他不慎枪杀一个流氓，却第一次引起了社会对他的关注，法庭也以他在母亲的葬礼的表现、平日生活的行为等等推断他本质顽劣。他不接受神父的告解，却对自己的生死有着肯定的看法。现实生活的荒谬，使得这个小职员成为一个无意中与法律和传统习俗格格不入的局外人。, https://movie.douban.com/subject/2004354/, https://img3.doubanio.com/view/subject/l/public/s4399790.jpg
被侮辱与被损害的 Униженные и оскорблённые, 改编自陀思妥耶夫斯基同名小说, 年份: 1991, 7.9, 青年作家伊万（尼基塔·米哈尔科夫 Nikita Mikhalkov 饰）深爱着美丽的女孩娜塔莎（娜塔莎·金斯基 Nastassja Kinski 饰），可娜塔莎喜欢的却是富家公子阿洛沙。娜塔莎出身于平民之家，她和阿洛沙的这段感情自然遭到了公爵的强烈反对，公爵希望阿洛沙能够迎娶门当户对的富家千金卡嘉，并为两人制造了很多相处的机会。                                                                    渐渐的，阿洛沙淡忘了娜塔莎，将对她倾诉的誓言一并抛之脑后，公爵破坏了娜塔莎的爱情还不觉得过瘾，咄咄逼人的利用伊万继续羞辱着娜塔莎。一次偶然中，伊万救下了一个孤苦伶仃的小女孩，巧合的是，她的母亲竟然正是曾经被公爵辜负过的可怜女人，她早因为公爵的恶行而撒手人寰。                        ©豆瓣, https://movie.douban.com/subject/3627055/, https://img1.doubanio.com/view/photo/poster/public/p2509149428.jpg
